rowid,TIC ID,TESS Disposition,TFOPWG Disposition,Planet SNR,Sectors,Comments
1677,274215536,PC,,19.0,20,slightly v-shaped; small depth-aperture correlation
1678,371210825,PC,FP,11.0,20,potential L1 candidate; ultra short period
1679,453387619,PC,,20.0,20,short transit duration
1680,95129101,PC,,14.0,20,check 95129100; v-shaped
1681,137500798,PC,,12.0,20,Slight depth-aperture correlation; the last transit lands on a systematic feature
1682,230377505,PC,,9.0,20,Low SNR candidate; possibly stellar variability
1683,240148934,PC,,15.0,20,slight depth/aperture correlation; missing transit
1684,241173474,PC,,47.0,20,
1685,29119552,PC,,81.0,20,period could be 2x
1686,445805961,PC,,67.0,20,
1687,461662295,PC,FP,66.0,20,Gaia RV error is 7 km/s; check for secondaries; period could be 2x; observed transits could be secondaries
1688,67926921,PC,FP,79.0,20,Hot host star; the planet could be inflated because of the high stellar insolation; Gaia parallax is 1.7
1689,15863518,PC,,12.751203,20,v-shaped
1690,239154970,KP,KP,141.85887,20,HAT-P-33 b
1691,142090065,PC,,12.734703,20,centroid offset < 3sigma on TIC 142090063; need SG1 to check
1692,14336130,PC,,12.347238,20,Slight depth-aperture correlation; small planet candidate
1693,149833117,PC,,51.37735,20,star has pulsation pattern
1694,257241363,PC,,31.366165000000002,20,
1695,293617835,PC,,10.381917,20,
1696,356473034,KP,KP,84.67514,20,XO-2 N b
1697,51234631,KP,KP,112.40956000000001,20,XO-4 B
1698,85242435,PC,,13.539359,20,Possible secondary
1699,71431780,PC,,13.512301999999998,20,
1700,81212286,PC,,7.60182,20,centroid offset towards a brighter star (TIC 81212289).
1701,86396382,KP,KP,188.50305,20,WASP-12b
1702,130181866,PC,CP,15.016905,20,
1703,130181866,PC,CP,16.651692999999998,20,multi
1704,241225337,PC,,7.616198,20,
1705,285048486,PC,,36.222485,20,
1706,298666530,PC,FP,8.575673,20,Possible planet around a white dwarf!
1707,318022259,PC,,13.866651999999998,20,odd-even difference but three transit events might be due to  two different planets one at 12.4 days and the other at longer period
1708,318022259,PC,,7.770726,20,second candidate in the system
1709,371234684,KP,KP,44.32523,20,HAT-P-9b
1710,470987100,PC,,9.036864999999999,20,
1711,53427308,PC,FP,13.0,20,Small depth-aperture correlation; odd/even not reliable because fit fails; short transit duration for a big star; steep ingress and shallow egress could be due to disintegrating planet
1712,224596152,PC,,10.344453,"14,15,16,17,18,19",S19 centroid offset towards nearby star
1713,365673804,PC,,11.018409,"15,16,17,18",Crowded field; possible secondary; scattered light
1714,408618999,PC,,12.0,25,centroid in S19 is near another star but on target in S18
1715,233009109,PC,,8.502049000000001,"15,16,17,18,19",potential L1 candidate; low snr
1716,104208182,PC,,8.390566,"18,19",Possible odd-even
1717,159418353,PC,,7.309042,"14,19",
1718,174041208,PC,,8.218374,"16,17",period could be 2x
1719,198206613,PC,,7.9111910000000005,"14,15,16,17,18,19",scattered light; only S17 and S15 centroids are off
1720,219857012,PC,,14.539497,"15,16,17,18,19",S17 centroid offet caused by scattered light
1721,219860288,PC,,9.503260000000001,"15,16,17,18,19",v-shaped
1722,229455001,PC,,10.934745,"14,15,16,17,18,19",
1723,232635922,PC,,7.491417,"14,15,16,18,19",Could be stellar variability
1724,232650365,PC,,7.469361999999999,"14,15,16,19",V-shaped; possible secondary; another nearby star of similar brightness in the pixel
1725,233071822,PC,,7.6594169999999995,"14,15,16,17,18,19",
1726,233071926,PC,,8.702283,"14,15,16,17,18,19",check TIC 233071927
1727,233602827,PC,,9.828681,"14,15,16,17,18,19",multi with second planet in 2:1 resonance
1728,233602827,PC,,9.743471000000001,"14,15,16,17,18,19",2:1 resonance; multi
1729,237099296,PC,,7.858006,"14,16,17,18,19",
1730,287080092,PC,,12.056560000000001,"15,17,18,19",
1731,287139872,PC,,9.953389,"14,15,16,17,18,19",
1732,289580577,PC,,9.801435000000001,"14,15,16,18,19",
1733,332477926,PC,,10.021235,"14,15,16,17,18,19",
1734,356978132,PC,FP,42.381214,"14,15,16,17,18,19",v-shaped; grazing
1735,364074068,PC,,7.830469,"17,18,19",v-shaped
1736,367753709,PC,,8.479550999999999,"14,15,18,19",
1737,367858035,PC,,24.0,25,L1 candidate
1738,408636441,PC,,23.252628,"16,17",Period could be half
1739,420112587,PC,FP,10.327715,"14,15,16,17,19",v-shaped; close visual binary
1740,424391516,PC,,7.390594,"14,15,16,17,18,19",
1741,435680451,PC,,9.148983,"18,19",
1742,441739871,PC,,9.086588,"14,15,16,17,18,19",Slight odd-even at 1.7 sigma
1743,1551345500,PC,,39.794777,"14,15,16,17,18,19",v-shaped; possibly EB
1744,272672133,PC,,32.557552,"21,22,23",TFOP under investigation
1745,67666096,KP,KP,219.0,21,KELT-3 b
1746,8767448,KP,KP,139.25148000000002,21,WASP-13 b
1747,137906197,PC,,10.0,21,
1748,287225295,PC,,16.0,21,potential L1 candidate; short transit duration; V-shaped; some odd-even
1749,457138169,PC,,27.0,21,2 stars in the pixel; delta mag 5
1750,252479260,KP,KP,256.56942999999995,21,HAT-P-22 b
1751,85293053,PC,,9.0,21,
1752,332064670,KP,KP,22.0,21,55 Cnc e; centroid offset caused by 56 Cnc
1753,4897275,PC,,11.938421,21,
1754,9348006,PC,,29.144968,21,
1755,21535395,PC,,7.390294,21,bright star
1756,29191624,PC,,8.531814,21,Only two transits
1757,39699648,PC,,10.820062,21,
1758,67646988,KP,KP,243.00954,21,LP 261-75 b; BD from Irwin et al. 2018 with measured mass
1759,99834717,PC,KP,34.111683,21,KPS-1 b
1760,137881699,KP,KP,28.015537,21,HAT-P-66
1761,160045097,PC,,7.752319,21,multi; small shoulders on ingress and egress; v-shaped
1762,160045097,PC,,11.913758,"14,20,21,22",Weak signal; fails bootstrap
1763,229938290,PC,,8.185986,21,Scattered light; shoulder on egress; check bright neighbor (TIC 1718009391).
1764,241196395,PC,,15.662501,21,V-shaped
1765,230386259,PC,,12.0,23,TOI 1785 under investigation by TFOP
1766,86280613,PC,,57.0,"20,21",v shaped
1767,372730331,PC,,71.0,21,large; v-shaped; likely EB
1768,450327768,PC,FP,70.0,21,
1769,172518755,PC,,42.0,21,v-shaped; large; some centroid offset
1770,310981412,PC,,9.0,"14,20,21",2.3 sigma odd-even
1771,233684293,PC,,9.0,21,only 4 transits; possibly stellar variability
1772,29191596,PC,,11.0,21,multiple stars in target pixel; potential centroid offset; low SNR
1773,304142124,PC,CP,45.0,10,Single transit
1774,286916251,PC,,8.691586000000001,22,steep ingress slope; transit shape consistent even with few transits
1775,135083444,PC,FP,9.643813,22,Possibly nearby EB; need SG1 to check
1776,138819293,KP,KP,119.97358999999999,22,GJ 436 b
1777,368435330,PC,,14.599247,22,active star; potentially includes a single transit at ~1902
1778,198153540,PC,,8.766944,22,possibly stellar variability
1779,198153540,PC,,10.536583,"16,22,23",multi; interior to .01
1780,8967242,PC,,7.147946000000001,22,low SNR; possible instrument or systematic
1781,17993892,KP,KP,44.57208,22,HAT-P-21 b
1782,119584412,PC,,10.55743,22,period could be half (10.64 days)
1783,138762614,PC,,8.492436999999999,22,2 transits; second transit is ramp-like; possibly instrument noise or systematic
1784,144401492,PC,,10.677825,22,likely multi; additional transit events at 1917 and 1924
1785,144401492,PC,,10.352666000000001,22,part of interesting multi-planet system
1786,148679712,PC,,7.206663000000001,22,low SNR
1787,165763244,PC,,8.914992,22,Possibly instrument noise
1788,166648874,PC,,8.847484,22,The even transit has a ramp shape. Has a transit-like single transit st ~1905.
1789,180695581,PC,,10.166403,22,active star
1790,307734817,PC,FP,19.646214999999998,22,centroid offset; SG1 should check TIC 307734818
1791,347329162,KP,KP,42.399162,22,WASP-56 b
1792,373693175,KP,KP,143.36026,22,HAT-P-36 b
1793,376524552,PC,,114.28931999999999,22,
1794,207425167,PC,,43.356834,22,Single transit; potential multi
1795,207425167,PC,,8.6377,"22,23",a new candidate for TOI 1812; which already has 2 candidates; v shape transit
1796,207425167,PC,,27.0,22,Period could be an integer multiple; there's another deep single transit/eclipse in the last orbit around time of 1920
1797,377290815,PC,FP,10.0,"14,15,16,17,22",V-shaped; low SNR
1798,160440924,PC,,10.0,22,Slight depth aperture correlation
1799,233720539,PC,,158.0,22,5.5 sigma odd-even; 100 ppm secondary transit; 21 R_E; too large unless inflated Jupiter
1800,237108272,PC,,9.0,22,V-shaped; low SNR
1801,285094173,PC,,9.0,22,narrow transit with shallow egress
1802,330799746,PC,,34.0,22,small depth aperture correlation (it gets less deep from aperture used for detection to larger aperture).
1803,341815767,PC,,9.0,22,
1804,393831507,PC,,53.0,22,
1805,82308728,KP,KP,11.0,22,HD 97658 b
1806,9392421,PC,,63.0,22,
1807,142381532,PC,,123.0,"15,22",Two transits separated by 194d. Possible periods: 194d 97d 64.7d 48.5 or 38.8. Slight depth-aperture and match to two nearby stars.
1808,142387023,PC,,14.0,22,Three stars within pixel (TIC 142387024 - Tmag=15.3. TIC 142387022 - Tmag=13.1). L1 candidate; possibly active star
1809,229750058,PC,,111.0,20,SG1 should check TIC 1718142400; V-shaped; must be grazing if planet; CTOI from Ethan Kruse
1810,229400092,PC,CP,76.58757,26,CTOI from Ethan Kruse
1811,390651552,PC,,24.825464,23,
1812,232982938,PC,,50.0,20,ephemeris match; need SG1; CTOI from Ethan Kruse
1813,235905185,PC,,32.671734,23,check neighbors; inflated hot Jupiter candidate
1814,20182165,PC,FP,119.77731999999999,23,large planet; variable star
1815,27194429,PC,,13.531635999999999,23,large star; slight odd-even; possible EB
1816,307956397,PC,,15.231329999999998,23,TIC 307956396 3.31 arcsec away
1817,61098812,KP,KP,112.59056000000001,23,WASP-54 b
1818,71612483,PC,FP,93.9797,23,V-shaped; slight odd-even; likely EB
1819,347332255,PC,,8.795427,23,"period may be different, the transit at TJD 1932.8 and 1938.4 appears to be similar in depth and duration, the transit at TJD 1944.0 is coincident with a momentum dump, and can't be recovered from the data. There are three more possible single events near  1937.9, 1947.5 and 1949.0. The 1949.0 event (in report for candidate .02) has the largest depth."
1820,347332255,PC,,7.871239,23,potential multi; other dips in the light curve; likely single transit
1821,207468071,PC,,37.0,25,SG1 should clear the bright neighbor. The two transits have a shape asymmetry.
1822,144441148,PC,,10.557839,23,Centroid offset at 3sigma; but consistent with a bright star.
1823,162689341,KP,KP,29.26405,23,WASP-92 b
1824,381714186,PC,,7.708775999999999,23,
1825,165987272,KP,KP,71.03987,23,KELT-6 b
1826,168699373,KP,KP,62.931309999999996,23,HAT-P-44 b
1827,404505029,PC,,47.193264,23,Period could be half.
1828,258871793,PC,,51.0,20,check nearby stars; ephemeris match to tic258871779; CTOI from Ethan Kruse
1829,198108326,KP,KP,91.97117,23,HAT-P-12 b
1830,272758199,PC,,123.0,20,CTOI from Ethan Kruse
1831,198385543,PC,,7.397460000000001,23,
1832,54002556,PC,,29.0,3,Single transit; potential transits at BJD 1390 and 1402.5
1833,219824469,PC,,15.0,"20,23",Some depth-aperture correlation; match to 219824470
1834,23740089,PC,,19.0,23,Period may be double as even event is in a data gap
1835,149577217,PC,,39.0,23,Large odd-even; but only 3 transits available. Need SG1 confirmation.
1836,378976682,PC,,13.0,23,V-shaped; consistent with a grazing HJ
1837,219728669,PC,,44.0,23,Possible centroid shift towards nearby star during transit.
1838,73540072,PC,,15.0,23,
1839,157225097,PC,,25.0,23,in-transit centroid offset of ~ 1 pixel but no ephemeris match
1840,81247740,PC,,54.0,23,Grazing/V-shaped transit; large radius; nearby star within one pixel
1841,224313733,PC,,43.0,23,Unknown period - multiple aliases; slight centroid shift; second transit affected by scattered light
1842,180652891,PC,FP,34.0,23,V-shaped; grazing
1843,424733642,PC,,43.0,23,Slight depth-aperture correlation
1844,229742722,PC,,65.37464,"14,15,16,17,18,19,20,22,23",
1845,202426247,PC,,10.202595,"14,15,16",2 other stars in pixel; possible EB
1846,323295479,PC,,106.0,11,single transit; possible additional transit in gap; CTOI from Nora Eisner
1847,321668398,PC,CP,16.213297,26,CTOI from Ethan Kruse; WASP-150 b
1848,356919658,PC,FP,33.0,20,Likely EB; V-shaped; must be grazing if planet; there is a 300 ppm secondary consistent with a hot Jupiter; there is an ephemeris match to 356919654 but no depth/aperture correlation; need SG1 to check TIC 356919654; CTOI from Ethan Kruse
1849,229791084,KP,KP,118.4125,26,Qatar-10 b
1850,207425203,PC,,17.0,"15,16,22,23,24",minor depth-aperture correlation; CTOI from Ethan Kruse
1851,400430915,PC,,18.0,20,CTOI from Ethan Kruse
1852,400476523,PC,,42.0,20,Likely EB; some depth-aperture correlation; need SG1 to clear the neighbors; ephemeris match to TIC 400428629; CTOI from Ethan Kruse
1853,230087585,PC,,29.0,20,Matched to 230087581; need SG1 to check; CTOI from Ethan Kruse
1854,299780329,PC,,13.0,"1,13",v-shaped; low SNR; CTOI from Adina Feinstein
1855,230375747,PC,,28.839370000000002,26,minor flux depth aperture correlation; ephemeris match to tic 233632042; check nearby stars; CTOI from Ethan Kruse
1856,233503636,PC,FP,13.0,"14,15,16,18,19,20,21,22,24",Depth-aperture correlation; stellar activity; CTOI from Ethan Kruse
1857,229490898,PC,,27.0,"14,15",ephemeris match to 229490904; several dips around phase 0.5 in the raw light curve but no clear secondary in the phase folded light curve; CTOI from Ethan Kruse
1858,328933398,PC,,18.0,20,odd-even and flare; potential single transit around 1850; CTOI from Nora Eisner
1859,328933398,PC,,14.039491,"20,21",single transit; L1 critical candidate in multi-planet system
1860,232641326,PC,,128.0,20,odd even fit likely failed; several tic matches so check nearby stars; CTOI from Ethan Kruse
1861,233047097,PC,,29.0,20,V-shaped; grazing if planet; ephemeris match; small depth/aperture correlation; likely EB; CTOI from Ethan Kruse
1862,233078665,PC,,26.0,20,CTOI from Ethan Kruse
1863,233497719,PC,,85.0,20,possible secondary consistent with planetary origin; CTOI from Ethan Kruse
1864,219762508,PC,,15.0,20,CTOI from Ethan Kruse
1865,243335710,PC,,49.0,20,CTOI from Ethan Kruse
1866,359357695,PC,,18.0,"11,12",Some depth-aperture correlation; potential centroid offset; crowded field; CTOI from Luke Bouma
1867,59859387,PC,,47.0,"7,8",V-shaped; some odd-even; crowded field; CTOI from Luke Bouma
1868,396368313,PC,,63.0,"11,12",Some depth-aperture correlation; crowded field; CTOI from Luke Bouma
1869,348755728,PC,,,8,Match to TOI 633; Will Waalkes and Zach Berta-Thompson observed a full on 20190425 and ruled out a transit on TOI 633 but confirmed a 9.6 ppt event on 348755728; CTOI from Karen Collins
1870,219879302,PC,,72.0,20,CTOI from Ethan Kruse
1871,258510872,PC,,66.0,20,Large odd-even (8.5sigma); but initial transits were contaminated; making the odd-even test unreliable; possibly EB; CTOI from Ethan Kruse
1872,403136415,PC,,,1,potential odd-even; centroid offset; CTOI from Kevin Collins
1873,229586455,PC,,17.0,20,Likely variability; bad transit shape; CTOI from Ethan Kruse
1874,459997997,PC,FP,17.0,10,Poor detrending; some depth-aperture correlation; CTOI from Luke Bouma
1875,139771134,PC,,30.9,1,Parameters listed are those provided from ExoFOP; difference image reasonably consistent with target despite small nominal shift; V-shaped; some depth-aperture correlation; CTOI from Adina Feinstein
1876,288636599,PC,,49.0,20,Odd-even test is not reliable because a transit is missed; CTOI from Ethan Kruse
1877,139198430,PC,,23.007826,1,V shaped. Second event might not be real. CTOI from Juha Lipponen
1878,63698669,PC,,7.979284,2,second transit event is real single transit and others are spurious; CTOI from Planet Hunters TESS
1879,264544388,PC,,8.327036,"17,18,19",Single transit; noisy LC; high Gaia RV scatter; possibly seeing secondary eclipse; CTOI from Planet Hunters
1880,280865159,PC,,12.946069,"1,3,4,5,6",Single transit; CTOI from Planet Hunters
1881,384159646,PC,,19.541328,"12,13",Single transit; Rp from 1st event is ~10 Re (DD); CTOI from Planet Hunters
1882,174302697,PC,,35.010220000000004,"16,17",Single transit; Rp based on first event is ~14 Re (DD); CTOI from Planet Hunters
1883,420645189,PC,,24.208532,19,Single transit; somewhat V-shaped; real radius larger; CTOI from Planet Hunters
1884,91987762,PC,,44.283577,21,Single transit; ~10 Re; CTOI from Planet Hunters
1885,172370679,PC,CP,29.524157000000002,"14,15",single transit; size (~11 R_J) consistent with planetary nature; crowded field; CTOI from Planet Hunters
1886,178879588,KP,KP,30.0,5,
1887,19684256,KP,KP,98.0,"8,9",
1888,272212970,KP,KP,22.0,10,
1889,77156657,KP,KP,44.0,"4,5",
1890,272213425,KP,KP,48.0,10,
1891,429302040,KP,KP,288.0,10,WASP-107 b
1892,308098254,KP,KP,53.0,9,
1893,453789494,KP,KP,122.0,11,
1894,37718056,KP,KP,9.0,3,
1895,232038798,KP,KP,98.0,"6,7",
1896,437261733,KP,KP,26.0,9,
1897,44745133,KP,KP,12.0,"4,5",
1898,50712784,KP,KP,10.0,7,
1899,53458803,KP,KP,116.0,"6,7",
1900,53750200,KP,KP,20.0,"6,7",
1901,98283926,KP,KP,32.0,7,
1902,98545929,KP,KP,22.0,7,
1903,339522221,KP,KP,83.0,13,
1904,308425348,KP,KP,9.0,"10,11",
1905,102192004,KP,KP,23.0,"10,11",
1906,363851359,KP,KP,11.0,11,
1907,112099249,KP,KP,20.0,11,
1908,112604564,KP,KP,30.0,7,
1909,114299824,KP,KP,12.0,7,
1910,371443216,KP,KP,260.0,"10,11",
1911,118956453,KP,KP,81.0,8,
1912,143143769,KP,KP,9.0,6,
1913,14344979,KP,KP,35.0,9,
1914,207077681,KP,KP,61.0,2,WASP-144 b
1915,157266693,KP,KP,35.0,10,
1916,160578764,KP,KP,35.0,11,
1917,162922904,KP,KP,19.0,10,
1918,386259537,KP,KP,46.0,"7,8",
1919,172598832,KP,KP,21.0,"6,7",
1920,125739286,KP,KP,99.0,11,
1921,176685457,KP,KP,22.0,8,
1922,178289267,KP,KP,173.0,"4,5",
1923,268301217,PC,,80.0,"7,9",V-shaped; check neighbors; CTOI from Luke Bouma
1924,128449971,PC,,11.0,11,first transit may not be real
1925,325172035,PC,,94.0,"10,11",V-shaped; likely EB
1926,7413227,PC,,28.0,11,possible EB
1927,167009792,PC,,10.0,"1,2,3,4,5,7,8,10,11",possibly NEB or stellar variability
1928,308919449,PC,,10.0,"1,2,4,5,8,9,10,11",possibly stellar variability
1929,382980571,PC,,9.0,11,crowded field
1930,461080504,PC,,32.0,"10,11",check 461080553; star is variable; v-shaped
1931,357536526,PC,,22.0,"9,10,11",still planet-sized if on 357536500; possible secondary
1932,127315102,PC,,38.0,11,could be half the period; check secondary at phase 0.2
1933,460140752,PC,,36.0,"10,11",Likely large star
1934,31268146,PC,,9.0,11,low SNR
1935,334125713,PC,,10.0,"10,11",
1936,327663613,PC,,17.0,11,possible centroid offset
1937,356590734,PC,,147.0,11,maybe equal mass binary
1938,394509844,PC,,82.0,11,need SG1 to check 394509842
1939,242536549,PC,,12.0,11,likely NEB
1940,466113537,PC,,10.0,"10,11",crowded field.
1941,166184426,PC,,13.0,11,two stars in the same pixel
1942,334911765,PC,FP,13.0,11,Short period; crowded field
1943,302659412,PC,,9.0,"9,10,11",hint of centroid offset
1944,356747847,PC,,9.0,11,possible EB or large planet
1945,400323948,PC,,12.0,11,
1946,318828309,PC,,9.0,"10,11",
1947,179319057,PC,,10.0,11,
1948,141663464,PC,FP,55.0,11,two stars in the same pixel
1949,190271688,PC,,175.0,11,centroid offset to south west but no stars there
1950,242083025,PC,,12.0,11,may have phase variation
1951,295354126,PC,,31.0,11,v-shaped; likely EB
1952,242120884,PC,,13.0,11,possible NEB or stellar variability
1953,320079492,PC,,11.0,11,hint of centroid offset
1954,210445631,PC,,73.0,11,crowded field
1955,293708935,PC,FP,9.359,11,possible blend and likely FP
1956,162695785,PC,,116.0,11,possible Jupiter
1957,253132689,PC,,13.0,11,Need SG1 to check star to the South East
1958,267414551,PC,,9.0,"10,11",crowded field. A hint of aperture dependent depth.
1959,47617161,PC,,33.0,11,no TIC or Gaia stellar parameters
1960,295562522,PC,,20.0,11,"V-shaped, difference image result inconsistent between orbits"
1961,467281353,PC,,12.0,"10,11",crowded field
1962,329888006,PC,,161.0,11,no information of the star on TIC 8
1963,383531859,PC,,26.0,11,crowded field
1964,458856474,PC,,12.0,"10,11",possible EB; possible multi-planet system
1965,458857720,PC,,34.0,"10,11",crowded field
1966,127793615,PC,FP,56.0,11,possibly 2x period
1967,378613125,PC,,9.0,"10,11",Need SG1 to check TIC 378613125
1968,437329044,PC,,54.0,11,period could be double
1969,89535068,PC,,18.0,10,minor centroid offset
1970,162246865,PC,,12.0,10,Minor centroid offset
1971,469212332,PC,,31.0,10,Period is double (2x15.39468)
1972,468997317,PC,,10.0,"9,10",check 5xP
1973,349088467,PC,FP,26.0,10,
1974,161156159,PC,,17.0,10,
1975,324395151,PC,,90.0,10,
1976,457939414,PC,,31.0,10,Crowded field
1977,82707763,PC,,47.0,10,
1978,147340931,PC,,67.0,10,same signal as 147340930
1979,453464017,PC,,15.0,10,difference images prefer signal on target compare to 453464049
1980,445903569,PC,,60.0,10,may be on 445732250 (Gaia DR2 Rstar = 2.7 Rsun)
1981,299023386,PC,,10.0,10,Check nearby stars; crowded field
1982,275384718,PC,,63.0,10,Period might be double
1983,142378043,PC,,12.0,10,
1984,429295277,PC,,22.0,10,minor centroid shift to the north west
1985,447206604,PC,,106.0,10,v-shaped
1986,371188886,PC,,66.0,10,
1987,118084044,PC,,18.0,10,centroid offset is not consistent over different orbit
1988,356453768,PC,FP,57.0,10,"V-shaped, crowded field, minor centroid offset"
1989,58463434,PC,,29.0,10,single event
1990,439610306,PC,,11.0,10,
1991,147660886,PC,,36.0,10,
1992,41173048,PC,,9.0,10,"evolved star, but difference images do not provide consistent centroid information to conclude it's a NEB"
1993,219466784,PC,,9.195684,"14,20,21,22",single transit; ~3 Re; multiple stars in pixel
1994,70887357,PC,,29.443734999999997,5,Single transit; ~15 Re or larger based on actual depth
1995,243187830,PC,,9.661496000000001,17,Single transit; ~2 Re; bright star; wide binary
1996,26547036,PC,,56.730309999999996,"14,15,16",Single transit; roughly Jupiter size; multiple stars in pixel
1997,136916387,KP,KP,17.536465,12,nu 2 Lup; first event is a planet b transit; momentum dump at T0=1643 contaminates second planet b transit; second event is a single planet c transit
1998,138294130,KP,KP,84.437096,24,HAT-P-4 b
1999,188589164,PC,,11.047005,25,low SNR; potential L1
2000,198588220,KP,KP,92.981804,24,HAT-P-67 b
2001,368287008,PC,,11.907022,24,Some odd-even
2002,219508169,PC,,9.999328,25,possible multi; other signal being held for more data
2003,357416482,PC,FP,192.52671999999998,24,tic match 357416480 (12.5 TESS mag star)
2004,357501308,PC,,14.202432,24,potential L1 candidate; possible multi as other transit like signals in LC
2005,159781361,PC,,15.711379999999998,24,
2006,39903405,KP,KP,236.0,25,HAT-P-2 b
2007,236312126,KP,KP,135.95987,24,XO-1 b
2008,11996814,PC,,12.260779,24,signal could be caused by stellar variability; crowded region
2009,16884216,PC,,7.3138570000000005,24,possibly a single at 1982; possible multi; low snr ~7 from spoc-s24
2010,255930614,KP,KP,162.0,25,HD 149026 b
2011,394050135,PC,,134.0,24,
2012,407059875,PC,,10.0,24,potential L1 candidate
2013,335996558,PC,FP,24.0,24,Possibly in the Neptune desert!
2014,336456596,PC,FP,16.0,24,crowded field; check bright neighbors; minor depth-aperture correlation
2015,445254275,PC,,17.0,24,potential centroid offset; some depth-aperture correlation; large star
2016,422656370,PC,APC,24.0,24,
2017,470127886,PC,,260.0,24,
2018,470159478,PC,APC,25.0,24,V-shaped
2019,53617134,PC,,36.0,25,possible centroid offset; match to 53617127
2020,427279997,PC,,9.0,24,crowded field; 2 stars in pixel; minor depth-aperture correlation
2021,53709089,PC,,9.0,24,odd/even from qlp; check neighbor tic53709074
2022,368320811,PC,,9.0,24,only 1 sector of qlp data
2023,405559035,PC,,11.0,24,
2024,235937532,PC,,91.0,24,
2025,237071229,PC,,16.0,24,crowded; check neighbors
2026,427730490,PC,,220.0,24,
2027,54364414,PC,FP,21.0,25,potential L1 candidate
2028,269424395,PC,FP,13.0,24,potential centroid offset
2029,346929661,PC,,12.0,24,crowded field; potential L1 candidate
2030,270333769,PC,FP,11.0,24,Minor depth aperture correlation
2031,347013211,PC,,60.0,24,shoulder before ingress and after egress; odd/even in qlp
2032,468574941,PC,,204.0,24,
2033,363761216,PC,FP,129.0,25,some centroid offset; possibly on one of the nearby matches (363761230; 363761240; 363761244)
2034,159873822,PC,,14.0,24,variable star; potential L1 candidate; some odd-even differences in qlp
2035,314835525,PC,,11.0,24,shoulder before ingress and after egress
2036,316468545,PC,,9.0,24,match to 316468543
2037,375850439,PC,,13.0,24,asymmetric transit; likely variability; very hot star
2038,1100766816,PC,FP,18.0,24,TFOP retired as NEB; slight offset in difference image; minor flux depth aperture correlation; tic match to 1100766815 and 445884778; latter is phantom tic
2039,315755496,PC,,14.0,24,SG1 should clear neighbors; ephemeris match to 315755491
2040,378355116,PC,,11.0,24,Check nearby stars - possible NEB but no odd-even; centroid; or depth aperture. Lightcurve shows variability
2041,322062001,PC,FP,113.0,24,V-shaped transit
2042,396356111,PC,,9.0,24,weak signal; weak BLS; potential L1 candidate; 11.665 Tmag close-by companion (396356110) and a second close-by star (18.46 Tmag - TIC 604411285)
2043,229888286,PC,,31.0,24,tic match to 229888289 (13.4 TESS mag nearby star)
2044,326732851,PC,FP,18.0,24,crowded field; minor depth-aperture correlation
2045,403308915,PC,,11.0,24,some depth-aperture correlation; check neighbors
2046,285542903,PC,,10.0,24,weak signal; very hot star
2047,327577308,PC,,9.0,24,weak signal; crowded field; potential secondary; possible depth-aperture correlation
2048,373785851,PC,,21.0,25,possible secondary; crowded field
2049,334811204,PC,,11.0,24,
2050,115524421,KP,KP,41.0,24,WASP-148 b
2051,356710041,PC,,21.947939,23,Rp ~ 15 Re
2052,141663460,PC,FP,54.0,11,Large planet candidate around host star close to 141663464 (TOI 1962.01)
2053,147951030,PC,,7.424316999999999,"14,20,21",potential L1 candidate; low snr
2054,417931300,PC,,7.813827000000001,"14,15,21,22",Check bright neighbor (TIC 417931299).
2055,198187049,PC,,8.539014,"14,15,16,17,18,19,21,22",Centroid offset may stem from the host star brightness.
2056,233182695,PC,,9.165593,"14,15,16,21,22",V-shaped; could be grazing incidence
2057,198360694,PC,,11.824264999999999,"14,15,17,18,19,20,21,22,23",L1 candidate
2058,900715901,PC,,7.7655199999999995,"14,20,21",potential L1 candidate; low snr; check nearby stars
2059,441642457,PC,,7.307389,"15,16,22,23",The transit from S22 (TBJD~1905) can be from the same PC or a different PC. Only 2 transits.
2060,158075010,PC,,7.168755,"16,23",potential L1 candidate; only 2 transits so period not well constrained; no additional sectors for this target
2061,23814735,PC,,8.807797,"16,23",potential L1 candidate; low snr
2062,27491137,PC,,13.171048999999998,"16,23",possible multi
2063,27491137,PC,,14.933253,"16,23",Period can be 2x; 3x; or 6x. Also potential multi. First transit of two near a data gap.
2064,230075227,PC,,8.213524000000001,"14,16,17,18,19,20,21,22,23",
2065,159244568,PC,,7.383831,"19,21",potential L1 candidate; low snr; crowded field
2066,224298134,PC,,7.9131979999999995,"15,22",bad transit shape (has a ramp); possibly stellar variability
2067,367739494,PC,,8.461871,"14,15,19,20,21",The period could be 3 times as much (190 days); if the third transit is not real (since it is in the beginning of an orbit). Will be reobserved in S25-26 to confirm. Interesting target potentially in the habitable zone.
2068,321669174,PC,,8.958802,"14,17,20,21",SG1 should check neighbors
2069,160039081,PC,,14.920884,"16,23",Centroid offset may stem from brightness of this star. Missing data make period ambiguous. More data (S24; S25) constrains period to 30 days
2070,233633993,PC,,10.094078,"14,15,16,17,19,20,21,22,23",Centroid offset at 3.7 sigma; however the target is in a crowded region; need SG1 follow-up to clear bright neighbors
2071,441738827,PC,,10.088771000000001,"16,19,20,21,22,23",crowded field; L1 candidate
2072,441738827,PC,,9.868294,"16,19,20,21,22,23",potential second L1 candidate in potential multi-planet system; crowded field.
